source,target,value
Mist,Two,3
Mist,Talmanes,2
Mist,Logain,1
Two,Jarid,4
Two,Isam,12
Two,Rand,61
Two,Perrin,25
Two,Moiraine,17
Two,Kert,9
Two,Demandred,12
Two,Emarin,6
Two,Pevara,11
Two,Jonneth,20
Two,Androl,6
Two,Dobser,5
Two,Welyn,4
Two,Moridin,1
Two,Canler,23
Two,Antol,2
Two,Egwene,24
Two,Elayne,62
Two,Tam,133
Two,Birgitte,15
Two,Mat,17
Two,Slayer,22
Two,Gaul,24
Two,Selucia,1
Two,Yukiri,2
Two,Haerm,2
Two,Gawyn,8
Two,Aviendha,27
Two,Nynaeve,10
Two,Laman,5
Two,Annah,13
Two,Siuan,6
Two,Agelmar,5
Two,Lan,31
Two,Tylee,6
Two,Tuon,2
Two,Elyas,6
Two,Galad,10
Two,Faile,17
Two,Laras,1
Two,Lanfear,1
Two,Half,4
Two,Andere,6
Two,Abell,22
Two,Dannil,2
Two,Damer,5
Two,Janina,4
Two,Rhuarc,8
Two,Wind,3
Two,Mora,1
Two,Naeff,5
Two,Tinna,6
Two,Moghedien,3
Two,Graendal,5
Two,Sarene,6
Two,Berelain,4
Two,Alivia,2
Elayne,Jarid,27
Elayne,Estean,13
Elayne,Nynaeve,41
Elayne,Bayle,10
Elayne,Leilwin,4
Elayne,Sleete,6
Elayne,Sorilea,5
Elayne,Rand,321
Elayne,Gawyn,52
Elayne,Egwene,386
Elayne,Jesamyn,5
Elayne,Birgitte,711
Elayne,Talmanes,72
Elayne,Aludra,51
Elayne,Demandred,87
Elayne,Aviendha,222
Elayne,Lir,15
Elayne,Dyelin,10
Elayne,Min,48
Elayne,Welyn,4
Elayne,Silviana,18
Elayne,Antol,2
Elayne,Roedran,12
Elayne,Darlin,5
Elayne,Rhuarc,26
Elayne,Gareth,30
Elayne,Moiraine,15
Elayne,Lan,84
Elayne,Agelmar,40
Elayne,Siuan,29
Elayne,Davram,4
Elayne,Amys,7
Elayne,Tenobia,5
Elayne,Loial,24
Elayne,Morel,4
Elayne,Haman,17
Elayne,Faile,12
Elayne,Mat,86
Elayne,Moonshadow,41
Elayne,Melfane,4
Elayne,Stayer,6
Elayne,Perrin,11
Elayne,Sumeko,11
Elayne,Kin,12
Elayne,Abell,4
Elayne,Galad,153
Elayne,Tam,83
Elayne,Lady,4
Elayne,Alliandre,15
Elayne,Berelain,7
Elayne,Dara,4
Elayne,Three,9
Elayne,Tylin,3
Elayne,Jur,4
Elayne,Cadsuane,4
Elayne,Rodel,4
Elayne,Tuon,12
Elayne,Courtani,4
Elayne,Andere,2
Elayne,Gaul,2
Elayne,Elyas,4
Elayne,Logain,27
Elayne,Pevara,11
Elayne,Androl,13
Elayne,Saerin,18
Elayne,Matrim,13
Elayne,Mora,14
Elayne,Smoke,4
Elayne,Mika,2
Elayne,Sana,5
Elayne,Theodohr,11
Elayne,Pips,11
Elayne,Laman,8
Elayne,Noal,2
Elayne,Tinna,3
Elayne,Half,6
Elayne,Graendal,3
Elayne,Halan,3
Elayne,Gregorin,5
Jarid,Eri,18
Jarid,Morear,6
Jarid,Rosse,7
Morear,Rosse,6
Selfar,Talmanes,47
Selfar,Smoke,4
Selfar,Isam,5
Talmanes,Smoke,11
Talmanes,Estean,4
Talmanes,Mat,46
Talmanes,Sandip,74
Talmanes,Leilwin,4
Talmanes,Melten,126
Talmanes,Madwin,17
Talmanes,Vanin,3
Talmanes,Aludra,88
Talmanes,Dennel,48
Talmanes,Mar,11
Talmanes,Aviendha,1
Talmanes,Gavid,6
Talmanes,Filger,15
Talmanes,Jesamyn,26
Talmanes,Moghedien,3
Talmanes,Moridin,1
Talmanes,Ryden,4
Talmanes,Egwene,17
Talmanes,Nynaeve,21
Talmanes,Birgitte,12
Talmanes,Tam,19
Talmanes,Adelorna,4
Talmanes,Three,1
Talmanes,Tuon,6
Talmanes,Galad,5
Talmanes,Pips,4
Talmanes,Faile,6
Talmanes,Mandevwin,6
Talmanes,Noal,5
Talmanes,Allin,4
Talmanes,Half,1
Talmanes,Lan,1
Talmanes,Rand,2
Talmanes,Manda,5
Talmanes,Jak,11
Talmanes,Naeff,4
Talmanes,Daerid,19
Smoke,Androl,4
Smoke,Emarin,6
Smoke,Mora,5
Smoke,Dara,5
Mat,Gavid,4
Mat,Rand,99
Mat,Aginor,5
Mat,Egwene,94
Mat,Moiraine,12
Mat,Pips,23
Mat,Matrim,27
Mat,Kathana,16
Mat,Nynaeve,6
Mat,Androl,5
Mat,Abell,5
Mat,Tylin,12
Mat,Selucia,19
Mat,Tuon,88
Mat,Thom,6
Mat,Deepe,4
Mat,Min,34
Mat,Catrona,1
Mat,Courtani,12
Mat,Furyk,16
Mat,Lan,47
Mat,Demandred,66
Mat,Tylee,22
Mat,Kiem,4
Mat,Jer,10
Mat,Saerin,9
Mat,Galad,4
Mat,Faile,12
Mat,Mandevwin,8
Mat,Vanin,4
Mat,Cadsuane,2
Mat,Renald,6
Mat,Urien,4
Mat,Sigmont,6
Mat,Gawyn,10
Mat,Delarn,7
Mat,Tam,19
Mat,Mika,5
Mat,Aludra,15
Mat,Gerisch,2
Mat,Birgitte,14
Mat,Logain,2
Mat,Siuan,7
Mat,Three,5
Mat,Teslyn,3
Mat,Bela,2
Mat,Dannil,3
Mat,Loial,14
Mat,Half,2
Mat,Mora,6
Mat,Chiad,4
Mat,Noal,6
Mat,Sulaan,5
Mat,Padan,5
Sandip,Filger,8
Sandip,Harnan,5
Sandip,Setalle,6
Isam,Moridin,56
Isam,Luc,23
Moridin,Moghedien,109
Moridin,Demandred,66
Moridin,Ishamael,12
Moridin,Cyndane,21
Moridin,Lanfear,16
Moridin,Hessalam,13
Moridin,Graendal,2
Moridin,Rand,205
Moridin,Mierin,5
Moridin,Moiraine,20
Moridin,Weiramon,2
Moridin,Egwene,5
Moridin,Gaul,1
Moridin,Logain,1
Moridin,Lan,5
Moridin,Slayer,9
Moridin,Nynaeve,37
Moridin,Tam,4
Moridin,Alanna,23
Moridin,Rhuarc,3
Moridin,Matrim,2
Moridin,Androl,2
Luc,Slayer,5
Leilwin,Bayle,101
Leilwin,Nynaeve,60
Leilwin,Lan,8
Leilwin,Sleete,5
Leilwin,Semirhage,4
Leilwin,Egeanin,18
Leilwin,Egwene,265
Leilwin,Three,16
Leilwin,Gawyn,59
Leilwin,Rand,3
Leilwin,Silviana,6
Leilwin,Rosil,5
Leilwin,Mother,5
Bayle,Nynaeve,21
Bayle,Matrim,5
Bayle,Egwene,10
Nynaeve,Sleete,25
Nynaeve,Lan,74
Nynaeve,Semirhage,5
Nynaeve,Egeanin,29
Nynaeve,Moghedien,10
Nynaeve,Demandred,4
Nynaeve,Egwene,127
Nynaeve,Moiraine,172
Nynaeve,Tam,17
Nynaeve,Romanda,5
Nynaeve,Gawyn,15
Nynaeve,Silviana,2
Nynaeve,Rand,204
Nynaeve,Perrin,17
Nynaeve,Min,17
Nynaeve,Kathana,4
Nynaeve,Mandarb,4
Nynaeve,Rhuarc,5
Nynaeve,Siuan,5
Nynaeve,Lanfear,14
Nynaeve,Tuon,7
Nynaeve,Graendal,1
Nynaeve,Gaul,4
Nynaeve,Cadsuane,6
Nynaeve,Alanna,86
Nynaeve,Dannil,7
Nynaeve,Damer,5
Nynaeve,Birgitte,11
Nynaeve,Galad,1
Nynaeve,Tinna,1
Nynaeve,Loial,5
Nynaeve,Darlin,5
Nynaeve,Aviendha,17
Nynaeve,Faile,10
Matrim,Bulen,6
Matrim,Beslan,3
Matrim,Pips,1
Matrim,Tylin,4
Matrim,Tuon,29
Matrim,Selucia,9
Matrim,Moiraine,9
Matrim,Rand,13
Matrim,Savara,10
Matrim,Varuota,5
Matrim,Egwene,23
Matrim,Moghedien,4
Matrim,Urien,10
Matrim,Birgitte,1
Matrim,Min,4
Matrim,Galad,9
Matrim,Davram,5
Matrim,Teslyn,5
Matrim,Tam,3
Matrim,Bela,6
Matrim,Lan,2
Sleete,Gawyn,12
Lan,Rand,131
Lan,Moiraine,52
Lan,Andere,210
Lan,Mandarb,380
Lan,Jophil,10
Lan,Bulen,145
Lan,Three,1
Lan,Agelmar,528
Lan,Gareth,4
Lan,Tenobia,51
Lan,Easar,5
Lan,Anasai,4
Lan,Emarin,3
Lan,Coladara,10
Lan,Bakh,5
Lan,Kragil,4
Lan,Dara,11
Lan,Kalyan,3
Lan,Egwene,30
Lan,Androl,3
Lan,Ethenielle,7
Lan,Tam,95
Lan,Deepe,122
Lan,Mora,2
Lan,Benish,5
Lan,Cadsuane,5
Lan,Antail,16
Lan,Baldhere,92
Lan,Amys,5
Lan,Lyrelle,1
Lan,Pips,2
Lan,Gaul,16
Lan,Graendal,4
Lan,Saerin,6
Lan,Halan,6
Lan,Logain,6
Lan,Demandred,126
Lan,Loial,1
Lan,Berelain,4
Lan,Galad,5
Lan,Rhuarc,9
Lan,Wind,9
Lan,Birgitte,3
Lan,Faile,1
Lan,Aviendha,8
Semirhage,Tam,3
Semirhage,Aginor,6
Semirhage,Rand,3
Melten,Dennel,9
Melten,Jesamyn,7
Melten,Aludra,6
Vanin,Dennel,6
Vanin,Mandevwin,50
Vanin,Faile,43
Vanin,Gilber,6
Vanin,Harnan,114
Vanin,Aravine,26
Vanin,Lady,3
Vanin,Bela,6
Dennel,Aludra,16
Dennel,Jak,4
Aludra,Ladwin,3
Aludra,Egwene,5
Aludra,Birgitte,9
