source,target,value
Halan,Loial,6
Halan,Lan,6
Lan,Nynaeve,62
Lan,Mandarb,99
Lan,Bulen,106
Lan,Sulin,4
Lan,Scouter,5
Lan,Two,4
Lan,Andere,75
Lan,Nazar,53
Lan,Rakim,32
Lan,Egwene,20
Lan,Naeff,5
Lan,Rand,2
Lan,Rosil,5
Lan,Myrelle,5
Lan,Three,3
Lan,Weilin,5
Lan,Kuehn,6
Lan,Melfane,3
Lan,Slayer,3
Lan,Perrin,4
Lan,Faile,5
Lan,Bukama,3
Lan,Kendral,5
Lan,Selene,3
Lan,al'Lan,6
Nynaeve,Graendal,12
Nynaeve,Delana,5
Nynaeve,Lews,3
Nynaeve,Egwene,660
Nynaeve,Elaida,13
Nynaeve,Elayne,191
Nynaeve,Bulen,10
Nynaeve,Rand,140
Nynaeve,Min,37
Nynaeve,Sarene,5
Nynaeve,Alanna,15
Nynaeve,Corele,5
Nynaeve,Cadsuane,50
Nynaeve,Darlin,1
Nynaeve,Mother,27
Nynaeve,Aviendha,4
Nynaeve,Naeff,111
Nynaeve,Nelavaire,5
Nynaeve,Two,21
Nynaeve,Kanara,5
Nynaeve,Kin,6
Nynaeve,Rosil,125
Nynaeve,Meramor,5
Nynaeve,Romanda,5
Nynaeve,Saerin,32
Nynaeve,Rubinde,9
Nynaeve,Barasine,20
Nynaeve,Seaine,1
Nynaeve,Myrelle,41
Nynaeve,Siuan,68
Nynaeve,Mesaana,35
Nynaeve,Shielyn,10
Nynaeve,Renaile,6
Nynaeve,Alviarin,9
Nynaeve,Brendas,11
Nynaeve,Evanellein,11
Nynaeve,Moghedien,6
Nynaeve,Amys,5
Nynaeve,Tam,5
Nynaeve,Andere,2
Nynaeve,Mandarb,6
Mandarb,Bulen,16
Mandarb,Nazar,4
Mandarb,Andere,4
Mandarb,Galad,4
Mandarb,al'Lan,5
Bulen,Scouter,5
Bulen,Two,5
Bulen,Andere,2
Berelain,Sparks,2
Berelain,Rand,37
Berelain,Faile,436
Berelain,Annoura,23
Berelain,Masema,4
Berelain,Masuri,4
Berelain,Alliandre,32
Berelain,Two,40
Berelain,Morgase,29
Berelain,Darl,2
Berelain,Perrin,31
Berelain,Maighdin,7
Berelain,Galad,45
Berelain,Elayne,10
Berelain,Aravine,4
Berelain,Gaul,7
Berelain,Marek,3
Berelain,Sulin,4
Berelain,Jori,6
Berelain,Stepper,5
Sparks,Hopper,26
Sparks,Slayer,44
Sparks,Whisperer,4
Faile,Two,93
Faile,Perrin,111
Faile,Hopper,58
Faile,Three,4
Faile,Aram,4
Faile,Jori,15
Faile,Noam,9
Faile,Morgase,103
Faile,Elyas,10
Faile,Rand,20
Faile,Aravine,28
Faile,Pel,4
Faile,Zarine,6
Faile,Mother,11
Faile,Bavin,24
Faile,Varkel,1
Faile,Deira,5
Faile,Cenn,1
Faile,Sevanna,12
Faile,Mat,5
Faile,Gaul,44
Faile,Annoura,10
Faile,Seonid,12
Faile,Elayne,176
Faile,Yoeli,2
Faile,Jaim,4
Faile,Lerian,2
Faile,Maighdin,8
Faile,Lini,7
Faile,Rolan,6
Faile,Lacile,21
Faile,Selande,10
Faile,Dannil,14
Faile,Aldin,6
Faile,Swallow,3
Faile,Chiad,11
Faile,Galad,18
Faile,Slayer,9
Faile,Masuri,4
Faile,Edarra,7
Faile,Alliandre,7
Faile,Lady,8
Faile,Egwene,2
Two,Hopper,21
Two,Aram,15
Two,Jargen,4
Two,Three,6
Two,Almen,3
Two,Stayer,6
Two,Wil,9
Two,Masuri,3
Two,Rand,29
Two,Masema,5
Two,Perrin,44
Two,Gawyn,7
Two,Egwene,37
Two,Siuan,2
Two,Jondyn,5
Two,Kateri,2
Two,Morgase,19
Two,Galad,47
Two,Pedron,3
Two,Teslyn,3
Two,Riddem,6
Two,Hu,6
Two,Darl,9
Two,Berin,1
Two,Elyas,16
Two,Gaul,44
Two,Edarra,5
Two,Lerian,6
Two,Alanna,4
Two,Rafela,6
Two,Somma,6
Two,Luc,4
Two,Tam,11
Two,Mat,19
Two,Birgitte,7
Two,Kin,6
Two,Lidrin,5
Two,Elayne,98
Two,Rahvin,6
Two,Yoeli,7
Two,Tuon,3
Two,Jaim,14
Two,M'Hael,7
Two,Robb,6
Two,Dannil,6
Two,Stepper,4
Two,Amys,7
Two,Mestra,5
Two,Mesaana,5
Two,Slayer,2
Two,Chiad,2
Two,Jon,6
Two,Aemin,6
Two,Jori,18
Two,Logain,6
Two,Androl,5
Two,Jonneth,29
Two,Arlen,1
Two,Canler,10
Two,Norley,6
Two,Malidra,10
Two,Flern,3
Two,Janduin,4
Two,Padra,1
Two,Cadsuane,5
Two,Sashalle,5
Two,Pevara,4
Two,Azi,5
Two,Matrim,3
Hopper,Perrin,88
Hopper,Aram,15
Hopper,Noam,15
Hopper,Rand,8
Hopper,Gaul,10
Hopper,Sebban,1
Hopper,Galad,4
Hopper,Rodel,4
Hopper,Slayer,84
Hopper,Egwene,14
Hopper,Whisperer,2
Hopper,Luc,5
Hopper,Oak,8
Hopper,Gawyn,2
Hopper,Katerine,3
Hopper,Chiad,1
Hopper,Aemin,1
Perrin,Aram,8
Perrin,Tod,4
Perrin,Turne,3
Perrin,Gaul,97
Perrin,Fennel,6
Perrin,Masema,10
Perrin,Galad,42
Perrin,Mat,12
Perrin,Stayer,5
Perrin,Graendal,10
Perrin,Rand,28
Perrin,Sebban,6
Perrin,Morgase,88
Perrin,Nevarin,6
Perrin,Wil,1
Perrin,Masuri,11
Perrin,Aravine,10
Perrin,Edarra,39
Perrin,Sulin,22
Perrin,Basel,4
Perrin,Elyas,21
Perrin,Montem,4
Perrin,Bavin,1
Perrin,Cenn,4
Perrin,Barasine,2
Perrin,Seonid,1
Perrin,Rahvin,5
Perrin,Slayer,55
Perrin,Robb,3
Perrin,Maighdin,5
Perrin,Sevanna,4
Perrin,Lini,12
Perrin,Alliandre,6
Perrin,Chiad,4
Perrin,Lathin,6
Perrin,Boundless,4
Perrin,Egwene,11
Perrin,Annoura,4
Perrin,Elayne,10
Perrin,Noal,2
Perrin,Moiraine,3
Perrin,Denezel,5
Perrin,Noam,5
Aram,Half,10
Aram,Tod,5
Aram,Jori,4
Aram,Masema,6
Half,Egwene,4
Half,Elayne,10
Half,Mesaana,9
Jori,Azi,17
Jori,Berin,5
Azi,Montem,6
Three,Malenarin,6
Three,Moridin,2
Three,Graendal,3
Three,Rand,9
Three,Saerin,5
Three,Yukiri,5
Three,Romanda,5
Three,Lelaine,5
Three,Birgitte,3
Three,Andere,5
Three,Galad,6
Three,Aludra,8
Three,Egwene,6
Three,Ladalin,4
Three,Noal,1
Three,Shaidar,5
Three,Mesaana,4
Aran'gar,Graendal,64
Aran'gar,Egwene,10
Aran'gar,Ramshalan,8
Aran'gar,Cold,5
Aran'gar,Delana,12
Graendal,Moridin,72
Graendal,Creator,6
Graendal,Delana,35
Graendal,Piqor,4
Graendal,Aginor,5
Graendal,Ramshalan,15
Graendal,Lews,4
Graendal,Naeff,5
Graendal,Mesaana,10
Graendal,Semirhage,6
Graendal,Shaidar,11
Egwene,Elayne,276
Egwene,Elaida,74
Egwene,Gawyn,340
Egwene,Verin,25
Egwene,Mesaana,364
Egwene,Silviana,159
Egwene,Mother,56
Egwene,Siuan,175
Egwene,Saerin,71
Egwene,Rand,118
Egwene,Cadsuane,8
Egwene,Moiraine,4
Egwene,Barasine,10
Egwene,Sleete,16
Egwene,Hattori,3
Egwene,Jisao,2
Egwene,Hammar,4
Egwene,Darlin,11
Egwene,Corele,4
Egwene,Min,3
Egwene,Sorilea,7
Egwene,Amys,96
Egwene,Cenn,6
Egwene,Aviendha,6
Egwene,Sheriam,11
Egwene,Talva,17
Egwene,Alviarin,30
Egwene,Seaine,35
Egwene,Yasicca,5
Egwene,Yukiri,59
Egwene,Demandred,5
Egwene,Elyas,8
Egwene,Teslyn,4
Egwene,Mat,3
Egwene,Kin,12
Egwene,Alise,3
Egwene,Rosil,9
Egwene,Moghedien,23
Egwene,Celark,20
Egwene,Melfane,9
Egwene,Challenge,4
Egwene,Nimri,9
Egwene,Galad,23
Egwene,Gregorin,6
Egwene,Nicola,61
Egwene,Pevara,2
Egwene,Lelaine,16
Egwene,Takima,25
Egwene,Romanda,58
Egwene,Magla,5
Egwene,Varilin,1
Egwene,Andaya,5
Egwene,Raechin,7
Egwene,Rubinde,4
Egwene,Saroiya,5
Egwene,White,6
Egwene,Doesine,4
Egwene,Nissa,9
Egwene,Birgitte,15
Egwene,Kaisea,2
Egwene,Bela,6
Egwene,Dapple,2
Egwene,Morgase,15
Egwene,Stepper,5
Egwene,Slayer,10
Egwene,Renaile,18
Egwene,Shielyn,172
Egwene,Melaine,74
Egwene,Leane,11
Egwene,Carlinya,10
Egwene,Morvrin,3
Egwene,Brendas,9
Egwene,Mestra,16
Egwene,Evanellein,33
Egwene,Sedore,11
Egwene,Katerine,12
Egwene,Ramola,4
Egwene,Sammana,3
Egwene,Shevan,6
Egwene,Morning,5
Egwene,Emarin,3
Moridin,Ishamael,5
Delana,Ramshalan,2
Dain,Galad,7
Galad,Morgase,153
Galad,Trom,72
Galad,Barlett,34
Galad,Alaabar,2
Galad,Brandel,11
Galad,Gareth,10
Galad,Basel,1
Galad,Falin,10
Galad,Pedron,2
Galad,Elayne,91
Galad,Gawyn,17
Galad,Geofram,4
Galad,Maighdin,13
Galad,Mother,22
Galad,Alliandre,14
Galad,Lini,11
Galad,Tham,6
Galad,Dannil,6
Galad,Jaret,7
Galad,Lathin,6
Galad,Yamwick,4
Galad,Dark,16
Galad,Ranun,6
Galad,Rand,7
Galad,Dawn,5
Galad,Jerum,8
Galad,Niagen,1
Galad,Dyelin,6
Galad,Birgitte,5
Galad,Gaul,4
Galad,Mat,6
Morgase,Siuan,5
Morgase,Gareth,7
Morgase,Gawyn,16
Morgase,Tam,4
Morgase,Rand,15
Morgase,Alliandre,36
Morgase,Ellorien,4
Morgase,Nevarin,1
Morgase,Sevanna,6
Morgase,Masuri,23
Morgase,Annoura,6
Morgase,Wil,4
Morgase,Edarra,8
Morgase,Elayne,287
Morgase,Yoeli,2
Morgase,Maighdin,34
Morgase,Rolan,2
Morgase,Mother,12
Morgase,Tham,3
Morgase,Lathin,3
Morgase,Dannil,1
Morgase,Stepper,1
Morgase,Lini,101
Morgase,Lamgwin,6
Morgase,Taringail,1
Morgase,Martyn,5
Morgase,Dyelin,47
Morgase,Pedron,5
Morgase,Birgitte,8
Morgase,Rahvin,4
Trom,Elayne,2
Elayne,Tuon,10
Elayne,Aludra,212
Elayne,Mat,149
Elayne,Bromas,4
Elayne,Verin,20
Elayne,Dyelin,323
Elayne,Birgitte,720
Elayne,Ellorien,108
Elayne,Melfane,145
Elayne,Jarid,11
Elayne,Rand,184
Elayne,Artur,5
Elayne,Duhara,27
Elayne,Elaida,27
Elayne,Matrim,28
Elayne,Mother,48
Elayne,Cadsuane,2
Elayne,Sareitha,6
Elayne,Kin,71
Elayne,Careane,4
Elayne,Alise,20
Elayne,Sumeko,5
Elayne,Talmanes,24
Elayne,Seonid,8
Elayne,Chet,1
Elayne,Ispan,4
Elayne,Sylvase,6
Elayne,Min,9
Elayne,Chesmal,130
Elayne,Eldrith,39
Elayne,Temaile,56
Elayne,Doilin,5
Elayne,Falion,5
Elayne,Yoeli,4
Elayne,Darlin,11
Elayne,Gregorin,4
Elayne,Gawyn,80
Elayne,Dimana,5
Elayne,Kaisea,4
Elayne,Seaine,12
Elayne,Amys,3
Elayne,Shielyn,2
Elayne,Aviendha,13
Elayne,Lini,24
Elayne,Taringail,3
Elayne,Lady,11
Elayne,Masuri,4
Elayne,Alliandre,12
Elayne,Tess,4
Elayne,Naris,4
Elayne,Sephanie,5
Elayne,Pedron,4
Elayne,Rahvin,10
Elayne,Gaul,2
Elayne,Naean,14
Elayne,Arymilla,6
Elayne,Elenia,9
Elayne,Bertome,14
Elayne,Lorstrum,62
Elayne,Ailil,10
Elayne,Lord,5
Elayne,Dobraine,5
Elayne,Nashia,5
Elayne,Glimmer,12
Elayne,Samitsu,5
Elayne,Laman,8
Elayne,Noal,4
Elayne,Aravine,3
Elayne,Moiraine,5
Mist,Mordeth,3
Barriga,Malenarin,7
Barriga,Bergevin,2
Barriga,Yang,2
Barriga,Rebek,3
Barriga,Rand,2
Malenarin,Keemlin,57
Malenarin,Jargen,23
Malenarin,Niach,4
Malenarin,Landalin,3
Malenarin,Tian,16
Malenarin,Kralle,11
Keemlin,Jargen,14
Keemlin,Landalin,1
Keemlin,Tian,9
Keemlin,Kralle,4
Almen,Adrinne,9
Almen,Hahn,9
Almen,Adim,17
Almen,Graeger,1
Almen,Alysa,1
Hahn,Adim,15
Hahn,Alysa,2
Turne,Jarr,5
Turne,Tam,4
Tam,Stayer,3
Tam,Elyas,8
Tam,Edarra,1
Tam,Gaul,6
Tam,Dannil,5
Tam,Min,3
Stayer,Gaul,5
Stayer,Nevarin,3
Stayer,Sulin,4
Wil,Reed,6
Wil,Rand,4
Gaul,Fennel,11
Gaul,Elyas,25
Gaul,Basel,5
Gaul,Sulin,49
Gaul,Lamgwin,2
Gaul,Edarra,6
Gaul,Mother,2
Gaul,Aravine,7
Gaul,Dannil,6
Gaul,Slayer,4
Gaul,Stepper,16
Gaul,Chiad,4
Gaul,Bain,11
Gaul,Logain,1
Gaul,Mat,3
Masuri,Sulin,9
Masuri,Seonid,17
Masuri,Annoura,12
Masuri,Nevarin,5
Masuri,Masema,2
Masuri,Edarra,21
Masuri,Fager,5
Rand,Masema,13
Rand,Alliandre,4
Rand,Tiana,5
Rand,Siuan,12
Rand,Cadsuane,95
Rand,Duhara,5
Rand,Mat,21
Rand,Jondyn,6
Rand,Gawyn,12
Rand,Darlin,44
Rand,Teslyn,3
Rand,Dyelin,29
Rand,Birgitte,6
Rand,Min,93
Rand,Sarene,4
Rand,Alanna,1
Rand,Rhuarc,20
Rand,Corele,9
Rand,Weiramon,47
Rand,Anaiyella,14
Rand,Leeh,6
Rand,Amys,2
Rand,Naeff,44
Rand,Mesaana,3
Rand,Aludra,5
Rand,Seonid,18
Rand,Edarra,5
Rand,Rahvin,6
Rand,Maighdin,2
Rand,Sulin,4
Rand,Matrim,7
Rand,Votabek,2
Rand,Lain,2
Rand,Durnham,19
Rand,Iralin,39
Rand,Milis,9
Rand,Gregorin,4
Rand,Silviana,2
Rand,Rodel,11
Rand,Mattin,5
Rand,Dannil,2
Rand,Noam,4
Rand,Aviendha,27
Rand,Morning,5
Rand,Denezel,8
Rand,Moiraine,29
Rand,Oncala,5
Rand,Hehyal,4
Rand,Ronam,8
Rand,Bertome,10
Rand,Lorstrum,4
Rand,Ailil,3
Rand,Dobraine,6
Rand,Tenobia,49
Rand,Ethenielle,35
Rand,Easar,9
Rand,Paitar,49
Rand,Hurin,4
Rand,Sarasia,4
Rand,Noal,6
Rand,Mierin,1
Annoura,Seonid,5
Annoura,Edarra,4
Alliandre,Dannil,5
Alaabar,Brandel,6
Brandel,Gareth,4
Elaida,Saerin,4
Elaida,Siuan,26
Elaida,Mesaana,3
Elaida,Duhara,3
Elaida,Gawyn,4
Elaida,Saroiya,5
Elaida,Romanda,3
Gawyn,Silviana,43
Gawyn,Sleete,64
Gawyn,Hattori,11
Gawyn,Rajar,4
Gawyn,Mesaana,32
Gawyn,Celark,47
Gawyn,Siuan,27
Gawyn,Challenge,5
Gawyn,Melfane,3
Gawyn,Birgitte,10
Gawyn,Dimana,53
Gawyn,Marille,35
Gawyn,Kaisea,46
Gawyn,Mazone,1
Verin,Mesaana,5
Verin,Melli,3
Verin,Aludra,8
Verin,Mat,14
Verin,Teslyn,1
Verin,Setalle,2
Verin,Min,3
Verin,Moiraine,5
Verin,Talmanes,2
Mesaana,Seaine,23
Mesaana,Saerin,23
Mesaana,Alrom,9
Mesaana,Mother,4
Mesaana,Lannis,6
Mesaana,Demandred,6
Mesaana,Siuan,15
Mesaana,Alviarin,22
Mesaana,Katerine,31
Mesaana,Nicola,6
Mesaana,Melaine,11
Mesaana,Danelle,3
Mesaana,Celark,5
Mesaana,Moiraine,3
Mesaana,Shaidar,6
Silviana,Siuan,10
Silviana,Mother,15
Silviana,Gareth,4
Silviana,Sleete,3
Silviana,Gregorin,4
Silviana,Rubinde,5
Silviana,Saerin,6
Silviana,Nicola,5
Mother,Siuan,13
Mother,Yukiri,32
Mother,Saerin,35
Mother,Mat,3
Mother,Romanda,4
Mother,Melaine,5
Mother,Carlinya,6
Mother,Birgitte,5
Siuan,Saerin,31
Siuan,Moiraine,2
Siuan,Tiana,4
Siuan,Shielyn,3
Siuan,Slayer,2
Siuan,Leane,11
Siuan,Melaine,3
Saerin,Yukiri,18
Saerin,Yasicca,6
Saerin,Seaine,10
Saerin,Lannis,6
Saerin,Rosil,13
Saerin,Rubinde,1
Saerin,Moghedien,10
Saerin,Lelaine,5
Saerin,Janya,6
Moiraine,Noam,13
Moiraine,Mat,70
Moiraine,Noal,49
Moiraine,Tuon,2
Moiraine,Birgitte,9
Moiraine,Lanfear,5
Moiraine,Thom,21
Moiraine,Matrim,22
Moiraine,Aludra,5
Moiraine,Min,1
Moiraine,Boundless,4
Gareth,Aemlyn,3
Gareth,Taringail,6
Cadsuane,Corele,13
Cadsuane,Alanna,24
Cadsuane,Bera,16
Cadsuane,Min,20
Cadsuane,Mattin,5
Cadsuane,Naeff,6
Cadsuane,Paitar,15
Cadsuane,Tenobia,21
Cadsuane,Ethenielle,14
Javindhra,Pevara,111
Javindhra,Barasine,5
Javindhra,Raechin,4
Javindhra,Mazrim,6
Javindhra,Tarna,9
Pevara,Noal,4
Pevara,Mazrim,2
Pevara,Tarna,52
Barasine,Duhara,6
Barasine,Yukiri,4
Barasine,Seaine,6
Barasine,Farnah,5
Duhara,Ellorien,12
Duhara,Dyelin,11
Mat,Talmanes,82
Mat,Melli,12
Mat,Bernherd,5
Mat,Chaser,9
Mat,Clare,4
Mat,Nalesean,6
Mat,Tylin,15
Mat,Tuon,25
Mat,Bayle,6
Mat,Leilwin,32
Mat,Aludra,29
Mat,Teslyn,19
Mat,Noal,204
Mat,Derry,6
Mat,Joline,8
Mat,Ellorien,6
Mat,Birgitte,50
Mat,Dyelin,3
Mat,Juilin,18
Mat,Moonglow,6
Mat,Edesina,5
Mat,Seta,3
Mat,Bethamin,5
Mat,Matrim,11
Mat,Vanin,13
Mat,Setalle,19
Mat,Pips,6
Mat,Charlz,8
Mat,Chet,6
Mat,Snert,4
Mat,Chesmal,5
Mat,Melfane,5
Mat,Smoke,3
Mat,Rittle,5
Mat,Kati,4
Mat,Snelle,11
Mat,Julanya,6
Mat,Sumeko,4
Mat,Slayer,4
Mat,Lanfear,5
Mat,Thom,3
Mat,Bergevin,1
Yukiri,Seaine,55
Yukiri,Rosil,2
Yukiri,Romanda,5
Yukiri,Doesine,6
Yukiri,Melaine,4
Yukiri,Shielyn,8
Yukiri,Amys,3
Nevarin,Seonid,11
Seonid,Jur,1
Seonid,Sevanna,1
Seonid,Edarra,8
Seonid,Pel,2
Seonid,Darlin,2
Sulin,Edarra,13
